                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    171,                0.59046,                0.40067,                0.87004,                0.85296,                 0.8125,                0.85788,                0.47312,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                    172,                  0.621,                0.41361,                0.86731,                0.85166,                 0.8074,                0.85136,                0.48309,                      0,                    inf,                      0,              0.0015355,              0.0015355,              0.0015355
                    173,                0.56593,                0.39771,                0.87222,                0.86866,                0.82678,                0.86378,                0.46478,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                    174,                0.57719,                0.39162,                 0.8786,                0.85471,                0.82731,                0.86098,                0.47067,                      0,                    inf,                      0,              0.0014365,              0.0014365,              0.0014365
                    175,                0.58494,                0.38178,                0.85353,                0.88002,                0.80228,                0.86531,                 0.4756,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                    176,                0.55755,                0.39011,                0.86466,                0.82677,                0.82812,                0.85775,                  0.465,                      0,                    inf,                      0,              0.0013375,              0.0013375,              0.0013375
                    177,                0.56116,                0.39737,                 0.8734,                0.83038,                0.84145,                0.84142,                0.45707,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                    178,                0.55829,                0.38317,                 0.8705,                0.82909,                0.84375,                0.84069,                0.45033,                      0,                    inf,                      0,              0.0012385,              0.0012385,              0.0012385
                    179,                 0.5878,                0.38499,                0.87533,                0.84332,                0.84375,                0.86355,                0.46795,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                    180,                0.55494,                0.38002,                0.86456,                0.85558,                0.84375,                0.86616,                0.48068,                      0,                    inf,                      0,              0.0011395,              0.0011395,              0.0011395
                    181,                0.52954,                0.37333,                 0.8408,                0.84215,                0.84375,                0.87006,                0.47326,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                    182,                0.53276,                0.36983,                0.86309,                0.84722,                0.82812,                 0.8683,                0.46696,                      0,                    inf,                      0,              0.0010405,              0.0010405,              0.0010405
                    183,                 0.5852,                0.39437,                 0.8594,                0.84918,                0.82812,                0.85903,                0.48508,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                    184,                0.55591,                0.37543,                 0.8539,                0.84347,                0.84201,                0.85891,                0.50336,                      0,                    inf,                      0,              0.0009415,              0.0009415,              0.0009415
                    185,                0.53623,                0.37729,                0.86217,                 0.8419,                0.84375,                0.85591,                0.49374,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                    186,                0.55723,                 0.3815,                0.86008,                0.84046,                0.84375,                0.86087,                0.49688,                      0,                    inf,                      0,              0.0008425,              0.0008425,              0.0008425
                    187,                0.55403,                0.38341,                0.85483,                0.84917,                0.82812,                0.86942,                0.50464,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                    188,                0.53897,                0.42451,                0.85231,                0.86831,                0.82424,                0.86861,                0.49843,                      0,                    inf,                      0,              0.0007435,              0.0007435,              0.0007435
                    189,                0.58172,                0.44115,                0.86739,                0.86837,                0.82466,                0.86887,                0.49917,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                    190,                0.51912,                0.37053,                0.84467,                0.87891,                0.84375,                0.86545,                0.47878,                      0,                    inf,                      0,              0.0006445,              0.0006445,              0.0006445
                    191,                 0.5444,                0.36681,                0.82333,                0.87071,                0.84375,                0.84947,                0.46009,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                    192,                0.53403,                0.35371,                 0.8328,                0.86445,                0.84375,                0.83528,                0.45188,                      0,                    inf,                      0,              0.0005455,              0.0005455,              0.0005455
                    193,                 0.5209,                0.35457,                0.84008,                0.86013,                0.84375,                0.83907,                0.44656,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                    194,                0.49089,                0.33431,                0.84084,                0.85141,                0.84375,                0.85952,                0.45099,                      0,                    inf,                      0,              0.0004465,              0.0004465,              0.0004465
                    195,                0.49654,                0.34582,                0.82496,                0.85255,                0.84375,                0.86398,                0.45883,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                    196,                0.45636,                0.33076,                 0.8124,                 0.8431,                0.83967,                0.85872,                0.45761,                      0,                    inf,                      0,              0.0003475,              0.0003475,              0.0003475
                    197,                0.50976,                0.34526,                0.84214,                0.81839,                0.84375,                0.86724,                0.47566,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
                    198,                0.45001,                0.33151,                0.81564,                0.81964,                0.85216,                0.86277,                0.47466,                      0,                    inf,                      0,              0.0002485,              0.0002485,              0.0002485
                    199,                0.50185,                0.35074,                0.81832,                0.83477,                0.82812,                0.85336,                0.46246,                      0,                    inf,                      0,               0.000199,               0.000199,               0.000199
